usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Index;Annee_naissance;Enfnat_en_conduite;Presence_enfant;plage_revenu;Valeur_residence;Point_perdu
Private;Pickup;yes;0;16.0;Highly Urban/ Urban;13/08/2019;incomplet;dev_integral;5977;1990;Non;Non;+100k€;0-75k€;0-4pts
Private;Minivan;no;0;9.0;Highly Urban/ Urban;11/10/2020;complet;dev_vip;5978;1956;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;3;12.0;Highly Urban/ Urban;29/09/2021;complet;dev_express;5979;1974;Oui;Oui;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;7;1.0;Highly Urban/ Urban;04/07/2021;complet;dev_express;5980;2013;Non;Oui;0-25k€;75-150k€;4-8pts
Private;Sports Car;no;0;5.0;Highly Urban/ Urban;15/12/2020;complet;dev_express;5981;2013;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Sports Car;no;1;9.0;z_Highly Rural/ Rural;28/10/2019;incomplet;dev_premium;5982;1940;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Minivan;no;3;15.0;Highly Urban/ Urban;13/11/2021;complet;dev_integral;5983;1952;Non;Non;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;7;1.0;Highly Urban/ Urban;09/09/2019;complet;dev_premium;5984;1992;Non;Non;50k-75k€;+200k€;4-8pts
Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;18/10/2021;complet;dev_integral;5985;1969;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Pickup;yes;4;18.0;Highly Urban/ Urban;11/04/2022;complet;dev_integral;5986;1980;Oui;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;11/10/2020;complet;dev_integral;5987;1958;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Minivan;yes;1;1.0;Highly Urban/ Urban;08/11/2019;complet;dev_integral;5988;1950;Non;Non;50k-75k€;+200k€;0-4pts
Private;Sports Car;no;4;9.0;Highly Urban/ Urban;16/09/2021;complet;dev_vip;5989;1976;Non;Non;0-25k€;150-200k€;0-4pts
Private;Sports Car;no;3;14.0;Highly Urban/ Urban;17/06/2021;complet;dev_integral;5990;2021;Non;Non;0-25k€;-;0-4pts
Private;Sports Car;no;1;;Highly Urban/ Urban;25/08/2020;complet;dev_express;5991;2003;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Minivan;yes;0;9.0;Highly Urban/ Urban;13/04/2021;complet;dev_express;5992;1933;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Pickup;no;1;7.0;Highly Urban/ Urban;03/10/2021;complet;dev_integral;5993;1952;Oui;Non;25k-50k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;21/01/2022;complet;dev_premium;5994;1947;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;yes;7;1.0;Highly Urban/ Urban;15/04/2021;complet;dev_integral;5995;1953;Non;Non;0-25k€;0-75k€;4-8pts
Private;Sports Car;no;4;13.0;Highly Urban/ Urban;25/01/2020;complet;dev_integral;5996;1933;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;0;15.0;Highly Urban/ Urban;10/07/2021;complet;dev_express;5997;1961;Non;Non;-;+200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;12/06/2020;incomplet;dev_integral;5998;1937;Non;Oui;-;150-200k€;0-4pts
Commercial;z_SUV;no;5;11.0;Highly Urban/ Urban;13/03/2020;complet;dev_integral;5999;1974;Non;Non;50k-75k€;+200k€;4-8pts
Private;Minivan;no;0;8.0;z_Highly Rural/ Rural;23/03/2020;complet;dev_integral;6000;1983;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;no;0;3.0;Highly Urban/ Urban;13/07/2019;complet;dev_express;6001;1958;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Pickup;no;2;9.0;Highly Urban/ Urban;02/07/2021;complet;dev_integral;6002;1995;Non;Oui;25k-50k€;+200k€;0-4pts
Private;Minivan;no;0;7.0;Highly Urban/ Urban;25/08/2019;complet;dev_premium;6003;1982;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Minivan;no;1;1.0;z_Highly Rural/ Rural;20/09/2019;complet;dev_express;6004;1957;Non;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;05/12/2021;complet;dev_premium;6005;2008;Non;Oui;0-25k€;75-150k€;0-4pts
Commercial;Minivan;yes;0;11.0;Highly Urban/ Urban;21/02/2021;complet;dev_vip;6006;1965;Non;Non;25k-50k€;+200k€;0-4pts
Commercial;Pickup;no;6;18.0;Highly Urban/ Urban;04/03/2020;complet;dev_express;6007;1972;Non;Non;50k-75k€;0-75k€;4-8pts
Private;Sports Car;no;0;14.0;Highly Urban/ Urban;22/06/2020;complet;dev_premium;6008;1952;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;07/12/2019;complet;dev_integral;6009;1964;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Van;yes;0;9.0;Highly Urban/ Urban;20/09/2020;complet;dev_premium;6010;1973;Non;Non;+100k€;+200k€;0-4pts
Private;Pickup;no;1;1.0;z_Highly Rural/ Rural;19/04/2020;complet;dev_express;6011;1956;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;0;18.0;z_Highly Rural/ Rural;09/09/2019;complet;dev_express;6012;2018;Non;Non;75k-100k€;0-75k€;0-4pts
Commercial;Minivan;no;2;6.0;Highly Urban/ Urban;29/01/2020;complet;dev_express;6013;1968;Non;Non;75k-100k€;-;0-4pts
Commercial;Pickup;yes;3;7.0;Highly Urban/ Urban;02/04/2020;complet;dev_integral;6014;1969;Non;Non;+100k€;0-75k€;0-4pts
Commercial;z_SUV;no;0;11.0;Highly Urban/ Urban;24/04/2021;complet;dev_express;6015;1968;Non;Oui;-;0-75k€;0-4pts
Private;Minivan;no;2;8.0;Highly Urban/ Urban;31/07/2021;complet;dev_integral;6016;2008;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;0;;z_Highly Rural/ Rural;03/09/2019;incomplet;dev_integral;6017;1972;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;Panel Truck;no;0;20.0;Highly Urban/ Urban;27/02/2020;complet;dev_premium;6018;1964;Non;Non;+100k€;0-75k€;0-4pts
Private;z_SUV;no;1;12.0;Highly Urban/ Urban;09/12/2019;complet;dev_integral;6019;1960;Non;Non;75k-100k€;+200k€;0-4pts
Private;Pickup;yes;0;1.0;z_Highly Rural/ Rural;05/10/2020;incomplet;dev_express;6020;1964;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;Pickup;yes;8;6.0;Highly Urban/ Urban;21/05/2021;complet;dev_integral;6021;1950;Non;Oui;+100k€;+200k€;4-8pts
Commercial;Sports Car;no;4;9.0;z_Highly Rural/ Rural;27/11/2020;complet;dev_premium;6022;1963;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;z_SUV;no;4;8.0;Highly Urban/ Urban;26/03/2021;complet;dev_integral;6023;1970;Oui;Oui;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;6;1.0;Highly Urban/ Urban;19/09/2020;complet;dev_express;6024;1961;Non;Non;25k-50k€;+200k€;4-8pts
Private;z_SUV;no;1;12.0;Highly Urban/ Urban;02/01/2021;complet;dev_integral;6025;1989;Oui;Oui;+100k€;+200k€;0-4pts
Commercial;Panel Truck;yes;7;5.0;Highly Urban/ Urban;05/07/2021;incomplet;dev_integral;6026;1972;Non;Non;0-25k€;75-150k€;4-8pts
Private;Minivan;no;7;1.0;Highly Urban/ Urban;28/05/2020;complet;dev_integral;6027;2015;Non;Non;25k-50k€;75-150k€;4-8pts
Commercial;Van;no;2;11.0;Highly Urban/ Urban;25/04/2021;complet;dev_integral;6028;1969;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;z_SUV;no;11;7.0;Highly Urban/ Urban;05/08/2021;complet;dev_integral;6029;1966;Non;Non;25k-50k€;+200k€;8-12pts
Private;z_SUV;no;3;1.0;Highly Urban/ Urban;26/01/2021;complet;dev_express;6030;1939;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;yes;2;7.0;Highly Urban/ Urban;03/04/2019;complet;dev_express;6031;1979;Non;Non;50k-75k€;150-200k€;0-4pts
Private;Minivan;yes;0;12.0;Highly Urban/ Urban;22/03/2022;complet;dev_integral;6032;2017;Non;Non;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;0;11.0;Highly Urban/ Urban;03/10/2019;complet;dev_integral;6033;1965;Non;Non;50k-75k€;+200k€;0-4pts
Private;Pickup;no;5;21.0;Highly Urban/ Urban;10/01/2020;complet;dev_integral;6034;1938;Non;Non;25k-50k€;75-150k€;4-8pts
Private;Sports Car;no;2;20.0;Highly Urban/ Urban;21/06/2021;incomplet;dev_integral;6035;1947;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Minivan;no;4;13.0;Highly Urban/ Urban;11/04/2022;complet;dev_integral;6036;1972;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;06/07/2021;complet;dev_express;6037;1968;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;2;20.0;Highly Urban/ Urban;15/09/2019;complet;dev_integral;6038;1963;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;2;1.0;Highly Urban/ Urban;17/01/2022;complet;dev_integral;6039;2014;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Pickup;yes;7;1.0;Highly Urban/ Urban;21/10/2021;complet;dev_express;6040;1987;Non;Non;0-25k€;75-150k€;4-8pts
Commercial;Van;yes;5;11.0;Highly Urban/ Urban;26/03/2019;complet;dev_integral;6041;1954;Non;Non;50k-75k€;0-75k€;4-8pts
Commercial;Minivan;no;5;17.0;Highly Urban/ Urban;22/09/2020;complet;dev_integral;6042;1969;Non;Non;50k-75k€;+200k€;4-8pts
Private;Pickup;yes;1;1.0;z_Highly Rural/ Rural;09/05/2021;complet;dev_premium;6043;1980;Non;Non;25k-50k€;+200k€;0-4pts
Private;Minivan;yes;2;7.0;z_Highly Rural/ Rural;23/11/2019;complet;dev_express;6044;1931;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Van;yes;2;18.0;Highly Urban/ Urban;15/02/2021;complet;dev_integral;6045;2017;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;4;9.0;z_Highly Rural/ Rural;02/06/2019;complet;dev_integral;6046;1969;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;4;15.0;Highly Urban/ Urban;08/04/2022;complet;dev_integral;6047;2001;Oui;Oui;+100k€;+200k€;0-4pts
Private;Pickup;no;0;14.0;Highly Urban/ Urban;28/10/2021;complet;dev_express;6048;1983;Non;Non;+100k€;+200k€;0-4pts
Private;Pickup;yes;3;6.0;z_Highly Rural/ Rural;27/08/2020;complet;dev_integral;6049;1941;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;1;10.0;Highly Urban/ Urban;13/03/2020;complet;dev_premium;6050;1956;Non;Non;50k-75k€;150-200k€;0-4pts
Private;Sports Car;no;0;1.0;Highly Urban/ Urban;01/07/2019;complet;dev_express;6051;1993;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;z_SUV;no;3;8.0;z_Highly Rural/ Rural;10/05/2022;complet;dev_express;6052;2003;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;no;0;;Highly Urban/ Urban;25/01/2020;complet;dev_integral;6053;1962;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Pickup;no;0;1.0;z_Highly Rural/ Rural;29/11/2021;complet;dev_vip;6054;1944;Non;Non;25k-50k€;0-75k€;0-4pts
Private;z_SUV;no;3;13.0;Highly Urban/ Urban;26/09/2021;complet;dev_express;6055;2014;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Pickup;no;0;9.0;z_Highly Rural/ Rural;24/05/2021;complet;dev_express;6056;2015;Non;Oui;75k-100k€;+200k€;0-4pts
Private;Minivan;yes;1;6.0;Highly Urban/ Urban;26/11/2019;complet;dev_integral;6057;1972;Non;Non;75k-100k€;150-200k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;02/11/2021;complet;dev_integral;6058;1975;Non;Non;25k-50k€;-;0-4pts
Private;z_SUV;no;1;10.0;Highly Urban/ Urban;27/10/2019;complet;dev_premium;6059;1968;Non;Non;-;75-150k€;0-4pts
Commercial;Minivan;yes;0;12.0;z_Highly Rural/ Rural;15/08/2019;incomplet;dev_integral;6060;2016;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Panel Truck;no;4;14.0;Highly Urban/ Urban;01/05/2021;complet;dev_express;6061;1966;Non;Oui;50k-75k€;150-200k€;0-4pts
Private;z_SUV;no;1;11.0;Highly Urban/ Urban;17/06/2019;complet;dev_integral;6062;1966;Non;Non;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;;Highly Urban/ Urban;13/11/2020;complet;dev_integral;6063;1934;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;23/02/2022;complet;dev_integral;6064;1986;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;Pickup;no;0;6.0;Highly Urban/ Urban;07/06/2021;complet;dev_express;6065;1948;Non;Oui;75k-100k€;0-75k€;0-4pts
Private;Minivan;no;1;8.0;Highly Urban/ Urban;02/05/2021;complet;dev_premium;6066;1957;Non;Non;-;+200k€;0-4pts
Private;z_SUV;no;1;17.0;Highly Urban/ Urban;16/08/2021;complet;dev_vip;6067;1994;Oui;Oui;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;8;;Highly Urban/ Urban;08/05/2021;complet;dev_express;6068;1952;Non;Non;25k-50k€;150-200k€;4-8pts
Private;Van;yes;3;17.0;Highly Urban/ Urban;31/12/2019;complet;dev_express;6069;2015;Non;Non;+100k€;+200k€;0-4pts
Commercial;Panel Truck;yes;3;1.0;Highly Urban/ Urban;28/12/2020;complet;dev_integral;6070;1977;Non;Non;50k-75k€;150-200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;31/07/2021;complet;dev_express;6071;1967;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;2;6.0;z_Highly Rural/ Rural;01/08/2019;complet;dev_express;6072;1987;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Panel Truck;no;0;7.0;z_Highly Rural/ Rural;29/06/2019;complet;dev_integral;6073;1959;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;no;6;9.0;Highly Urban/ Urban;18/04/2019;complet;dev_express;6074;1953;Non;Oui;50k-75k€;+200k€;4-8pts
Private;z_SUV;no;0;8.0;Highly Urban/ Urban;04/07/2020;complet;dev_integral;6075;1969;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;z_SUV;no;3;11.0;Highly Urban/ Urban;05/01/2021;complet;dev_integral;6076;1955;Oui;Oui;+100k€;+200k€;0-4pts
Commercial;Pickup;yes;4;1.0;Highly Urban/ Urban;27/07/2019;incomplet;dev_express;6077;1932;Non;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;3;;Highly Urban/ Urban;13/03/2021;complet;dev_integral;6078;1952;Non;Oui;+100k€;+200k€;0-4pts
Commercial;Pickup;no;3;15.0;Highly Urban/ Urban;01/06/2020;complet;dev_integral;6079;1948;Non;Non;+100k€;0-75k€;0-4pts
Private;Minivan;yes;0;13.0;Highly Urban/ Urban;10/05/2020;complet;dev_express;6080;1940;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;0;12.0;Highly Urban/ Urban;21/05/2020;complet;dev_express;6081;1969;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;4;16.0;Highly Urban/ Urban;08/12/2019;complet;dev_express;6082;2005;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;0;11.0;z_Highly Rural/ Rural;09/01/2020;complet;dev_premium;6083;1951;Non;Non;-;150-200k€;0-4pts
Commercial;Pickup;yes;2;11.0;Highly Urban/ Urban;10/02/2022;incomplet;dev_express;6084;1945;Non;Non;75k-100k€;0-75k€;0-4pts
Commercial;Pickup;yes;1;6.0;Highly Urban/ Urban;01/11/2019;incomplet;dev_vip;6085;1946;Non;Non;75k-100k€;+200k€;0-4pts
Private;Sports Car;no;0;15.0;Highly Urban/ Urban;29/05/2021;complet;dev_integral;6086;1962;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;4;1.0;Highly Urban/ Urban;24/08/2020;complet;dev_integral;6087;1972;Non;Oui;25k-50k€;75-150k€;0-4pts
Commercial;Minivan;yes;2;;Highly Urban/ Urban;20/04/2021;complet;dev_premium;6088;1982;Non;Oui;25k-50k€;0-75k€;0-4pts
Private;Minivan;no;1;4.0;z_Highly Rural/ Rural;07/10/2021;complet;dev_premium;6089;1981;Non;Non;50k-75k€;+200k€;0-4pts
Private;Pickup;no;1;1.0;z_Highly Rural/ Rural;02/04/2022;complet;dev_express;6090;1956;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Sports Car;no;4;21.0;Highly Urban/ Urban;13/12/2019;complet;dev_integral;6091;2001;Non;Non;75k-100k€;0-75k€;0-4pts
Private;Sports Car;no;0;8.0;Highly Urban/ Urban;24/03/2022;incomplet;dev_integral;6092;1938;Oui;Oui;0-25k€;75-150k€;0-4pts
Commercial;z_SUV;no;0;9.0;z_Highly Rural/ Rural;27/12/2020;incomplet;dev_integral;6093;1932;Non;Oui;0-25k€;75-150k€;0-4pts
Commercial;Van;no;3;1.0;Highly Urban/ Urban;18/05/2020;complet;dev_integral;6094;1983;Non;Non;+100k€;-;0-4pts
Commercial;Pickup;no;1;6.0;Highly Urban/ Urban;15/02/2022;complet;dev_integral;6095;1979;Non;Non;50k-75k€;150-200k€;0-4pts
Private;z_SUV;no;4;7.0;Highly Urban/ Urban;02/11/2019;complet;dev_express;6096;1971;Non;Oui;50k-75k€;+200k€;0-4pts
Commercial;Minivan;yes;0;1.0;z_Highly Rural/ Rural;08/01/2022;complet;dev_express;6097;1943;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Pickup;no;4;16.0;Highly Urban/ Urban;24/03/2022;complet;dev_integral;6098;1938;Non;Oui;75k-100k€;+200k€;0-4pts
Commercial;Sports Car;no;0;8.0;Highly Urban/ Urban;24/03/2020;incomplet;dev_express;6099;1952;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Panel Truck;no;0;17.0;Highly Urban/ Urban;18/03/2021;complet;dev_integral;6100;2022;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;1;17.0;Highly Urban/ Urban;07/11/2020;complet;dev_express;6101;1959;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Sports Car;no;0;14.0;z_Highly Rural/ Rural;23/09/2019;complet;dev_integral;6102;1956;Oui;Oui;25k-50k€;150-200k€;0-4pts
Commercial;Van;no;0;8.0;z_Highly Rural/ Rural;01/08/2021;complet;dev_integral;6103;2006;Non;Non;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;;Highly Urban/ Urban;18/10/2021;complet;dev_express;6104;1936;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;z_SUV;no;5;11.0;Highly Urban/ Urban;24/05/2022;complet;dev_integral;6105;1959;Non;Oui;50k-75k€;+200k€;4-8pts
Private;Pickup;yes;1;11.0;Highly Urban/ Urban;15/09/2021;complet;dev_express;6106;2005;Non;Non;+100k€;0-75k€;0-4pts
Commercial;z_SUV;no;1;8.0;Highly Urban/ Urban;29/10/2021;complet;dev_integral;6107;2009;Non;Non;25k-50k€;+200k€;0-4pts
Commercial;z_SUV;no;5;10.0;Highly Urban/ Urban;19/09/2020;complet;dev_express;6108;1958;Non;Non;0-25k€;0-75k€;4-8pts
Commercial;Panel Truck;no;5;15.0;Highly Urban/ Urban;19/02/2020;complet;dev_premium;6109;2000;Non;Non;75k-100k€;-;4-8pts
Private;Sports Car;no;0;11.0;Highly Urban/ Urban;15/08/2021;complet;dev_express;6110;1970;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;yes;5;15.0;Highly Urban/ Urban;17/01/2022;complet;dev_integral;6111;1991;Non;Non;50k-75k€;+200k€;4-8pts
Private;z_SUV;no;0;15.0;Highly Urban/ Urban;10/05/2019;complet;dev_express;6112;1969;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Minivan;yes;4;11.0;Highly Urban/ Urban;20/03/2021;complet;dev_integral;6113;2017;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;10/01/2020;complet;dev_express;6114;2003;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;06/10/2021;complet;dev_integral;6115;1958;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;yes;5;9.0;Highly Urban/ Urban;22/05/2020;complet;dev_express;6116;1970;Non;Non;25k-50k€;75-150k€;4-8pts
Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;17/03/2022;complet;dev_integral;6117;1953;Oui;Oui;50k-75k€;0-75k€;0-4pts
Private;Sports Car;no;0;14.0;Highly Urban/ Urban;25/09/2020;complet;dev_express;6118;2004;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;yes;2;9.0;Highly Urban/ Urban;25/07/2020;complet;dev_express;6119;2010;Non;Oui;50k-75k€;0-75k€;0-4pts
Commercial;Van;yes;3;1.0;Highly Urban/ Urban;14/06/2021;complet;dev_integral;6120;1932;Non;Non;+100k€;+200k€;0-4pts
Private;Pickup;no;0;20.0;Highly Urban/ Urban;27/04/2020;complet;dev_integral;6121;1960;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;18/03/2022;complet;dev_integral;6122;1998;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Minivan;no;1;15.0;Highly Urban/ Urban;07/08/2021;complet;dev_premium;6123;1946;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Van;no;1;5.0;Highly Urban/ Urban;05/01/2022;complet;dev_express;6124;2013;Oui;Oui;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;no;4;1.0;Highly Urban/ Urban;31/07/2019;complet;dev_express;6125;1948;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;Panel Truck;yes;1;11.0;Highly Urban/ Urban;08/07/2020;incomplet;dev_integral;6126;1987;Non;Non;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;0;20.0;Highly Urban/ Urban;21/08/2021;incomplet;dev_integral;6127;2021;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Sports Car;no;2;6.0;z_Highly Rural/ Rural;09/05/2020;complet;dev_integral;6128;1984;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;Pickup;no;4;9.0;Highly Urban/ Urban;23/04/2021;incomplet;dev_integral;6129;1942;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;no;0;;Highly Urban/ Urban;10/03/2021;incomplet;dev_premium;6130;1996;Non;Non;0-25k€;0-75k€;0-4pts
Private;Pickup;yes;7;1.0;Highly Urban/ Urban;16/05/2021;incomplet;dev_express;6131;2009;Oui;Oui;25k-50k€;150-200k€;4-8pts
Private;Minivan;no;5;8.0;Highly Urban/ Urban;13/10/2021;complet;dev_integral;6132;1957;Non;Non;25k-50k€;150-200k€;4-8pts
Private;Pickup;no;0;6.0;Highly Urban/ Urban;06/11/2019;incomplet;dev_express;6133;1959;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Pickup;yes;0;1.0;z_Highly Rural/ Rural;30/05/2021;complet;dev_premium;6134;2014;Non;Non;-;0-75k€;0-4pts
Private;Minivan;yes;9;1.0;Highly Urban/ Urban;11/12/2019;incomplet;dev_integral;6135;2005;Non;Oui;0-25k€;0-75k€;8-12pts
Private;Minivan;no;0;18.0;Highly Urban/ Urban;10/04/2019;incomplet;dev_premium;6136;2003;Non;Non;+100k€;+200k€;0-4pts
Commercial;Minivan;yes;3;6.0;z_Highly Rural/ Rural;17/06/2020;complet;dev_integral;6137;2022;Oui;Oui;25k-50k€;150-200k€;0-4pts
Private;Sports Car;no;1;1.0;Highly Urban/ Urban;24/08/2019;complet;dev_integral;6138;1943;Non;Non;50k-75k€;-;0-4pts
Private;Sports Car;no;1;14.0;Highly Urban/ Urban;31/07/2020;complet;dev_express;6139;1949;Non;Oui;+100k€;0-75k€;0-4pts
Commercial;Minivan;yes;1;1.0;z_Highly Rural/ Rural;28/01/2021;complet;dev_integral;6140;1962;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;1;8.0;z_Highly Rural/ Rural;15/10/2020;complet;dev_integral;6141;1932;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;yes;2;8.0;Highly Urban/ Urban;19/07/2020;complet;dev_integral;6142;1967;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Pickup;no;2;7.0;Highly Urban/ Urban;10/04/2020;complet;dev_express;6143;1992;Non;Non;+100k€;-;0-4pts
Private;Minivan;no;3;14.0;Highly Urban/ Urban;19/07/2019;complet;dev_express;6144;1981;Non;Non;75k-100k€;+200k€;0-4pts
Private;Pickup;no;0;4.0;z_Highly Rural/ Rural;31/12/2020;incomplet;dev_express;6145;1967;Non;Non;0-25k€;150-200k€;0-4pts
Commercial;Minivan;no;1;1.0;Highly Urban/ Urban;20/06/2021;complet;dev_express;6146;1993;Non;Oui;+100k€;+200k€;0-4pts
Private;Minivan;yes;1;12.0;Highly Urban/ Urban;20/07/2019;complet;dev_premium;6147;1999;Non;Non;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;2;1.0;Highly Urban/ Urban;04/01/2020;complet;dev_premium;6148;1998;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;11/06/2019;incomplet;dev_express;6149;1974;Non;Non;50k-75k€;150-200k€;0-4pts
Commercial;Minivan;yes;0;9.0;Highly Urban/ Urban;14/04/2021;complet;dev_express;6150;1959;Oui;Oui;50k-75k€;150-200k€;0-4pts
Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;14/10/2021;complet;dev_express;6151;1983;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;19.0;Highly Urban/ Urban;07/07/2021;complet;dev_express;6152;1990;Non;Non;0-25k€;150-200k€;0-4pts
Commercial;Panel Truck;no;2;14.0;Highly Urban/ Urban;23/01/2021;complet;dev_express;6153;1961;Non;Oui;25k-50k€;0-75k€;0-4pts
Commercial;z_SUV;no;4;8.0;Highly Urban/ Urban;08/03/2020;complet;dev_express;6154;1980;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;Pickup;no;2;9.0;Highly Urban/ Urban;16/10/2019;complet;dev_integral;6155;1956;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Van;yes;0;5.0;Highly Urban/ Urban;13/05/2022;complet;dev_premium;6156;2002;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;13.0;Highly Urban/ Urban;06/07/2021;complet;dev_integral;6157;1959;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;0;8.0;z_Highly Rural/ Rural;14/01/2022;complet;dev_express;6158;1953;Non;Non;25k-50k€;75-150k€;0-4pts
